SK_CustomerID,CustomerID,TaxID,Status,LastName,FirstName,MiddleInitial,Gender,Tier,DOB,AddressLine1,AddressLine2,PostalCode,City,StateProv,Country,Phone1,Phone2,Phone3,Email1,Email2,NationalTaxRateDesc,NationalTaxRate,LocalTaxRateDesc,LocalTaxRate,AgencyID,CreditRating,NetWorth,MarketingNameplate,IsCurrent,BatchID,EffectiveDate,EndDate
1560,4210,"698-00-1247         ","ACTIVE    ","Spejewski                     ","Gwenora                       ",E,M,2,1996-02-18,16592 Creekbend Street,Apt. 316,"33168       ","Lakewood                 ","Ontario             ",United States of America,NULL,NULL,NULL,"Gwenora.E.Spejewski@webmail.co.za                 ","Gwenora.E.Spejewski@lavabit.com                   ","Kentucky Income Tax for the masses                ",0.05000,"South Carolina Income Tax for inherited wealth    ",0.07000,"Spe4290                       ",694,3603082,"HighValue+Expenses+Boomer+Spender+Inherited                                                         ",1,1,2016-05-29,9999-12-31
1561,784,"639-70-7024         ","ACTIVE    ","Mangione                      ","Isabeau                       ",NULL,U,3,1919-04-06,15655 Oakmont Crescent,NULL,"99662       ","Fairbanks                ","AZ                  ",United States of America,NULL,NULL,NULL,"Isabeau.Mangione@hush.com                         ","Isabeau.Mangione@mailvault.com                    ","Maine Income Tax for inherited wealth             ",0.08500,"South Carolina Income Tax for the masses          ",0.05200,NULL,NULL,NULL,NULL,1,1,2010-12-10,9999-12-31
1562,2166,"183-02-0841         ","ACTIVE    ","Franze                        ","Kas                           ",NULL,M,2,1999-01-22,11065 Candlelight Way,Apt. 989,"H6C 1X3     ","Kansas City              ","MI                  ",United States of America,NULL,NULL,NULL,"Kas.Franze@12Freeukisp.co.uk                      ","Kas.Franze@fastemailer.com                        ","Hawaii Income Tax for the elderly                 ",0.03390,"Tennesse Income Tax for the masses                ",0.00000,NULL,NULL,NULL,NULL,0,1,2012-02-03,2013-03-11
1563,42,"937-11-3915         ","ACTIVE    ","Ciccarelli                    ","Lex                           ",L,U,3,2012-06-21,18313 5th Lane,Suite 472,"19097       ","Kansas City              ","NE                  ",United States of America,"+1(321)479-842539336          ",NULL,"915-127131870                 ","Lex.L.Ciccarelli@aol.com                          ","Lex.L.Ciccarelli@hush.ai                          ","Minnesota Income Tax for doctors and lawyers      ",0.06600,"British Columbia Income Tax for the unemployed    ",0.35700,NULL,NULL,NULL,NULL,1,1,2011-07-26,9999-12-31
1564,402,"105-50-9584         ","ACTIVE    ","Bosch                         ","Matelda                       ",NULL,F,3,1935-12-18,23402 Miller Court,NULL,"T5C 1R7     ","Long Beach               ","MO                  ",United States of America,"312-717270831                 ","+1(280)435-427136639          ",NULL,"Matelda.Bosch@wildmail.com                        ","Matelda.Bosch@myfastmail.com                      ","Missouri Income Tax for school teachers           ",0.02000,"Virginia Income Tax for the masses                ",0.02000,NULL,NULL,NULL,NULL,0,1,2008-05-04,2008-11-12
1565,402,"105-50-9584         ","INACTIVE  ","Bosch                         ","Matelda                       ",NULL,F,3,1935-12-18,23402 Miller Court,NULL,"T5C 1R7     ","Long Beach               ","MO                  ",United States of America,"312-717270831                 ","+1(280)435-427136639          ",NULL,"Matelda.Bosch@wildmail.com                        ","Matelda.Bosch@myfastmail.com                      ","Missouri Income Tax for school teachers           ",0.02000,"Virginia Income Tax for the masses                ",0.02000,NULL,NULL,NULL,NULL,1,1,2008-11-12,9999-12-31
1566,2072,"091-23-5164         ","ACTIVE    ","Hutter                        ","Phuoc                         ",NULL,U,3,1949-06-22,3011 Hutton Crescent,NULL,"19105       ","Fullerton                ","WI                  ",United States of America,NULL,"479-003633738                 ",NULL,"Phuoc.Hutter@shtrudel.com                         ","Phuoc.Hutter@mailmetrash.com                      ","Iowa Income Tax for everyone else                 ",0.06830,"District of Columbia Income Tax for teachers      ",0.05000,NULL,NULL,NULL,NULL,1,1,2013-08-19,9999-12-31
1567,767,"940-15-4277         ","ACTIVE    ","Fleishman                     ","Quyen                         ",NULL,U,3,1937-09-22,21292 Hildebrand West,NULL,"M2R 1E1     ","Chicago                  ","MD                  ",United States of America,NULL,NULL,NULL,"Quyen.Fleishman@peacemail.com                     ",NULL,"Alabama Tax for school teachers                   ",0.04000,"Arizona Income Tax for blue collar workers        ",0.03410,NULL,NULL,NULL,NULL,0,1,2009-02-09,2010-01-10
1568,767,"940-15-4277         ","INACTIVE  ","Fleishman                     ","Quyen                         ",NULL,U,3,1937-09-22,21292 Hildebrand West,NULL,"M2R 1E1     ","Chicago                  ","MD                  ",United States of America,NULL,NULL,NULL,"Quyen.Fleishman@peacemail.com                     ",NULL,"Alabama Tax for school teachers                   ",0.04000,"Arizona Income Tax for blue collar workers        ",0.03410,NULL,NULL,NULL,NULL,1,1,2010-01-10,9999-12-31
1569,3623,"906-23-6696         ","ACTIVE    ","Bourbonnais                   ","Sask                          ",Q,F,2,1921-11-05,23318 Grandview Street,NULL,"S3A 1F7     ","Santa Rosa               ",Prince Edward Island,United States of America,NULL,NULL,"297-295299405                 ","Sask.Q.Bourbonnais@amplimail.com                  ",NULL,"Newfoundland Income Tax for the masses            ",0.38160,"Nova Scotia Income Tax for school teachers        ",0.30950,NULL,NULL,NULL,NULL,1,1,2015-03-02,9999-12-31
1570,3356,"156-20-6999         ","ACTIVE    ","Bourgault                     ","Sati                          ",NULL,U,3,1919-02-21,5286 Nolan Road,NULL,"23456       ","Nashua                   ","ME                  ",United States of America,NULL,NULL,NULL,"Sati.Bourgault@mail.be                            ",NULL,"Nunavut Income Tax for the elderly                ",0.30900,"Prince Edward Island Income Tax for teachers      ",0.16000,NULL,NULL,NULL,NULL,1,1,2014-08-08,9999-12-31
1571,3754,"528-33-1553         ","ACTIVE    ","Sobkow                        ","Setsuko                       ",NULL,U,2,2007-02-09,22319 Amherst Street,Suite 113,"76710       ","Chicago                  ","VT                  ","Canada                  ",NULL,NULL,NULL,"Setsuko.Sobkow@stoned.com                         ","Setsuko.Sobkow@shtrudel.tv                        ","Kentucky Income Tax for school teachers           ",0.03000,"British Columbia Income Tax for school teachers   ",0.16000,"sob2682                       ",449,647760,"HighValue+Expenses+Boomer+MoneyAlert+Spender                                                        ",1,1,2015-06-13,9999-12-31
1572,1097,"439-29-0449         ","ACTIVE    ","Reinink                       ","Sheelagh                      ",NULL,U,3,1923-06-17,6243 Gaylord Way,NULL,"55108       ","Riverside                ","ID                  ",United States of America,NULL,NULL,NULL,"Sheelagh.Reinink@webmail.co.za                    ","Sheelagh.Reinink@amplimail.com                    ","District of Columbia Income Tax for teachers      ",0.05000,"Missouri Income Tax for everyone else             ",0.04500,NULL,NULL,NULL,NULL,1,1,2012-01-08,9999-12-31
1573,4121,"657-34-5891         ","ACTIVE    ","Eisen                         ","Shyoko                        ",O,U,2,1941-05-29,909 Sienna Drive,NULL,"25330       ","Moreno Valley            ","RI                  ",United States of America,NULL,NULL,NULL,"Shyoko.O.Eisen@peacemail.com                      ",NULL,"Hawaii Income Tax for school teachers             ",0.01600,"Illinois Income Tax for school teachers           ",0.03000,NULL,NULL,NULL,NULL,1,1,2016-03-22,9999-12-31
1574,3450,"475-99-2222         ","ACTIVE    ","Shane                         ","Thor                          ",Z,F,3,2014-03-24,885 Crosby Lane,NULL,"25339       ","Fort Smith               ","SC                  ",United States of America,"+1(420)515-247330359          ",NULL,NULL,"Thor.Z.Shane@soodonims.com                        ",NULL,"New Mexico Income Tax for school teachers         ",0.04950,"Arizona Income Tax for blue collar workers        ",0.03410,NULL,NULL,NULL,NULL,1,1,2014-10-19,9999-12-31
1575,873,"346-52-0839         ","ACTIVE    ","Aghi                          ","Youji                         ",NULL,U,NULL,1991-05-11,11309 Amsterdam South,NULL,"60813       ","Garden Grove             ","MO                  ",United States of America,NULL,NULL,NULL,"Youji.Aghi@teancum.net                            ","Youji.Aghi@gmx.us                                 ","Alberta Income Tax for white collar workers       ",0.32000,"Montana Income Tax for blue collar workers        ",0.02000,NULL,NULL,NULL,NULL,1,1,2009-05-04,9999-12-31
1576,334,"219-49-7599         ","ACTIVE    ","Houk                          ","Anya                          ",NULL,U,3,1944-05-12,2951 Ennis West,NULL,"35849       ","Pembroke Pines           ","CT                  ",United States of America,NULL,NULL,NULL,"Anya.Houk@kify.net                                ","Anya.Houk@moose-mail.com                          ","California Tax for blue collar workers            ",0.07640,"Utah Income Tax for doctors and lawyers           ",0.06060,NULL,NULL,NULL,NULL,1,1,2009-02-13,9999-12-31
1577,1868,"527-21-2114         ","ACTIVE    ","Sergi                         ","Arleyne                       ",NULL,F,3,2006-09-28,9941 Royalton Drive,NULL,"96825       ","Bellevue                 ","MA                  ",United States of America,NULL,NULL,NULL,"Arleyne.Sergi@4uchat.de                           ","Arleyne.Sergi@buffaloes.com                       ","Hawaii Income Tax for everyone else               ",0.06960,"Connecticut Tax for inherited wealth              ",0.04500,NULL,NULL,NULL,NULL,1,1,2011-06-16,9999-12-31
1578,2572,"514-35-2606         ","ACTIVE    ","Reiser                        ","Betsy                         ",NULL,M,3,1955-03-03,15866 Archer Boulevard,NULL,"V6T 1U9     ","Lowell                   ","MI                  ",United States of America,NULL,NULL,NULL,"Betsy.Reiser@lawyer.com                           ",NULL,"Montana Income Tax for the elderly                ",0.06000,"New York Income Tax for blue collar workers       ",0.04710,NULL,NULL,NULL,NULL,1,1,2012-12-11,9999-12-31
1579,3107,"261-07-2656         ","ACTIVE    ","Birtch                        ","Binnie                        ",NULL,F,2,1928-09-05,21889 West Court,NULL,"78420       ","Rancho Cucamonga         ","AL                  ",United States of America,NULL,NULL,NULL,"Binnie.Birtch@quake0.de                           ","Binnie.Birtch@post.com                            ","Idaho Income Tax for the elderly                  ",0.02000,"Newfoundland Income Tax for the masses            ",0.38160,NULL,NULL,NULL,NULL,0,1,2014-01-27,2015-01-17
1580,699,"140-66-5100         ","ACTIVE    ","Fatica                        ","Celie                         ",NULL,U,3,1934-02-17,4139 Pace Lower,NULL,"63146       ","Dawson City              ","MS                  ",United States of America,NULL,NULL,NULL,"Celie.Fatica@wraped.net                           ","Celie.Fatica@doctor.com                           ","Yukon Income Tax for school teachers              ",0.17470,"Louisana Income Tax for the elderly               ",0.02000,NULL,NULL,NULL,NULL,1,1,2011-12-31,9999-12-31
1581,3320,"649-99-3987         ","ACTIVE    ","O'Toole                       ","Chocs                         ",B,U,2,2002-12-25,15692 Essington Rue,NULL,"V5D 1M6     ","Frederick                ","New Brunswick       ",United States of America,NULL,NULL,NULL,"Chocs.B.O'Toole@shtrudel.net                      ","Chocs.B.O'Toole@deacons.com                       ","Quebec Income Tax for blue collar workers         ",0.17000,"Georgia Income Tax for doctors and lawyers        ",0.04000,NULL,NULL,NULL,NULL,1,1,2014-07-14,9999-12-31
1582,1529,"659-08-1431         ","ACTIVE    ","Westfall                      ","Corissa                       ",NULL,U,2,1987-08-06,2792 Pike Court,NULL,"85745       ","Hollywood                ","UT                  ","Canada                  ",NULL,NULL,NULL,"Corissa.Westfall@london.com                       ",NULL,"British Columbia Income Tax for the elderly       ",0.23300,"Manitoba Income Tax for the unemployed            ",0.39400,NULL,NULL,NULL,NULL,1,1,2010-09-25,9999-12-31
1583,2086,"029-14-5561         ","ACTIVE    ","Meleg                         ","Emer                          ",NULL,M,2,1983-03-22,20020 Knipp Way,NULL,"80010       ","Montreal                 ","NM                  ","Canada                  ",NULL,NULL,NULL,"Emer.Meleg@vfemail.net                            ",NULL,"Quebec Income Tax for the masses                  ",0.21250,"Montana Income Tax for the elderly                ",0.06000,NULL,NULL,NULL,NULL,0,1,2011-11-28,2016-04-11
1584,2126,"902-22-9699         ","ACTIVE    ","Voncannon                     ","Fitz                          ",NULL,M,2,1927-02-22,19295 Sweeney Road,NULL,"H5I 1P6     ","Laredo                   ","SD                  ","Canada                  ","(263)470-549112478            ",NULL,NULL,"Fitz.Voncannon@spamavert.com                      ","Fitz.Voncannon@farce.de                           ","Prince Edward Island Income Tax for teachers      ",0.16000,"Nova Scotia Income Tax for inherited wealth       ",0.44340,NULL,NULL,NULL,NULL,0,1,2011-12-30,2015-07-06
1585,573,"800-50-1709         ","ACTIVE    ","Vermette                      ","Flory                         ",NULL,F,3,2008-08-15,17819 Archer East,NULL,"94257       ","Sherbrooke               ","DC                  ",United States of America,"+1(965)767-669418427          ",NULL,NULL,"Flory.Vermette@mail.be                            ",NULL,Prince Edward Island Income Tax for the unemployed,0.37180,"Nova Scotia Income Tax for school teachers        ",0.30950,NULL,NULL,NULL,NULL,0,1,2008-11-09,2010-02-01
